         2746731 function calls (2746170 primitive calls) in 40.260 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 info.py:176(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        1    0.000    0.000    0.000    0.000 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        1    0.000    0.000   40.260   40.260 issue171.py:1(<module>)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1742(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1770(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000   40.260   40.260 ll_mat.py:1(<module>)
        1    0.001    0.001   40.260   40.260 ll_mat.py:1(__bootstrap__)
        1    0.000    0.000    1.577    1.577 ll_mat_INT32_t_COMPLEX128_t.py:1(<module>)
        1    0.000    0.000    1.577    1.577 ll_mat_INT32_t_COMPLEX128_t.py:1(__bootstrap__)
        1    0.000    0.000    1.569    1.569 ll_mat_INT32_t_COMPLEX256_t.py:1(<module>)
        1    0.000    0.000    1.569    1.569 ll_mat_INT32_t_COMPLEX256_t.py:1(__bootstrap__)
        1    0.000    0.000    1.586    1.586 ll_mat_INT32_t_COMPLEX64_t.py:1(<module>)
        1    0.000    0.000    1.586    1.586 ll_mat_INT32_t_COMPLEX64_t.py:1(__bootstrap__)
        1    0.000    0.000    1.590    1.590 ll_mat_INT32_t_FLOAT128_t.py:1(<module>)
        1    0.000    0.000    1.590    1.590 ll_mat_INT32_t_FLOAT128_t.py:1(__bootstrap__)
        1    0.000    0.000    1.579    1.579 ll_mat_INT32_t_FLOAT32_t.py:1(<module>)
        1    0.000    0.000    1.579    1.579 ll_mat_INT32_t_FLOAT32_t.py:1(__bootstrap__)
        1    0.000    0.000    1.589    1.589 ll_mat_INT32_t_FLOAT64_t.py:1(<module>)
        1    0.000    0.000    1.589    1.589 ll_mat_INT32_t_FLOAT64_t.py:1(__bootstrap__)
        1    0.000    0.000    2.520    2.520 ll_mat_INT32_t_INT32_t.py:1(<module>)
        1    0.000    0.000    2.520    2.520 ll_mat_INT32_t_INT32_t.py:1(__bootstrap__)
        1    0.000    0.000    1.589    1.589 ll_mat_INT32_t_INT64_t.py:1(<module>)
        1    0.000    0.000    1.589    1.589 ll_mat_INT32_t_INT64_t.py:1(__bootstrap__)
        1    0.000    0.000    1.277    1.277 ll_mat_INT64_t_COMPLEX128_t.py:1(<module>)
        1    0.000    0.000    1.277    1.277 ll_mat_INT64_t_COMPLEX128_t.py:1(__bootstrap__)
        1    0.000    0.000    1.320    1.320 ll_mat_INT64_t_COMPLEX256_t.py:1(<module>)
        1    0.000    0.000    1.320    1.320 ll_mat_INT64_t_COMPLEX256_t.py:1(__bootstrap__)
        1    0.000    0.000    1.263    1.263 ll_mat_INT64_t_COMPLEX64_t.py:1(<module>)
        1    0.000    0.000    1.263    1.263 ll_mat_INT64_t_COMPLEX64_t.py:1(__bootstrap__)
        1    0.000    0.000    1.260    1.260 ll_mat_INT64_t_FLOAT128_t.py:1(<module>)
        1    0.000    0.000    1.260    1.260 ll_mat_INT64_t_FLOAT128_t.py:1(__bootstrap__)
        1    0.000    0.000    1.258    1.258 ll_mat_INT64_t_FLOAT32_t.py:1(<module>)
        1    0.000    0.000    1.258    1.258 ll_mat_INT64_t_FLOAT32_t.py:1(__bootstrap__)
        1    0.000    0.000    1.261    1.261 ll_mat_INT64_t_FLOAT64_t.py:1(<module>)
        1    0.000    0.000    1.261    1.261 ll_mat_INT64_t_FLOAT64_t.py:1(__bootstrap__)
        1    0.000    0.000    2.190    2.190 ll_mat_INT64_t_INT32_t.py:1(<module>)
        1    0.000    0.000    2.190    2.190 ll_mat_INT64_t_INT32_t.py:1(__bootstrap__)
        1    0.000    0.000    1.261    1.261 ll_mat_INT64_t_INT64_t.py:1(<module>)
        1    0.000    0.000    1.261    1.261 ll_mat_INT64_t_INT64_t.py:1(__bootstrap__)
        1    0.000    0.000    1.897    1.897 ll_mat_view_INT32_t_COMPLEX128_t.py:1(<module>)
        1    0.000    0.000    1.897    1.897 ll_mat_view_INT32_t_COMPLEX128_t.py:1(__bootstrap__)
        1    0.000    0.000    1.884    1.884 ll_mat_view_INT32_t_COMPLEX256_t.py:1(<module>)
        1    0.000    0.000    1.884    1.884 ll_mat_view_INT32_t_COMPLEX256_t.py:1(__bootstrap__)
        1    0.000    0.000    1.906    1.906 ll_mat_view_INT32_t_COMPLEX64_t.py:1(<module>)
        1    0.000    0.000    1.906    1.906 ll_mat_view_INT32_t_COMPLEX64_t.py:1(__bootstrap__)
        1    0.000    0.000    1.902    1.902 ll_mat_view_INT32_t_FLOAT128_t.py:1(<module>)
        1    0.000    0.000    1.902    1.902 ll_mat_view_INT32_t_FLOAT128_t.py:1(__bootstrap__)
        1    0.000    0.000    1.898    1.898 ll_mat_view_INT32_t_FLOAT32_t.py:1(<module>)
        1    0.000    0.000    1.898    1.898 ll_mat_view_INT32_t_FLOAT32_t.py:1(__bootstrap__)
        1    0.000    0.000    1.904    1.904 ll_mat_view_INT32_t_FLOAT64_t.py:1(<module>)
        1    0.000    0.000    1.904    1.904 ll_mat_view_INT32_t_FLOAT64_t.py:1(__bootstrap__)
        1    0.000    0.000    2.840    2.840 ll_mat_view_INT32_t_INT32_t.py:1(<module>)
        1    0.000    0.000    2.840    2.840 ll_mat_view_INT32_t_INT32_t.py:1(__bootstrap__)
        1    0.000    0.000    1.906    1.906 ll_mat_view_INT32_t_INT64_t.py:1(<module>)
        1    0.000    0.000    1.906    1.906 ll_mat_view_INT32_t_INT64_t.py:1(__bootstrap__)
        1    0.000    0.000    1.598    1.598 ll_mat_view_INT64_t_COMPLEX128_t.py:1(<module>)
        1    0.000    0.000    1.598    1.598 ll_mat_view_INT64_t_COMPLEX128_t.py:1(__bootstrap__)
        1    0.000    0.000    1.648    1.648 ll_mat_view_INT64_t_COMPLEX256_t.py:1(<module>)
        1    0.000    0.000    1.648    1.648 ll_mat_view_INT64_t_COMPLEX256_t.py:1(__bootstrap__)
        1    0.000    0.000    1.576    1.576 ll_mat_view_INT64_t_COMPLEX64_t.py:1(<module>)
        1    0.000    0.000    1.576    1.576 ll_mat_view_INT64_t_COMPLEX64_t.py:1(__bootstrap__)
        1    0.000    0.000    1.572    1.572 ll_mat_view_INT64_t_FLOAT128_t.py:1(<module>)
        1    0.000    0.000    1.572    1.572 ll_mat_view_INT64_t_FLOAT128_t.py:1(__bootstrap__)
        1    0.000    0.000    1.570    1.570 ll_mat_view_INT64_t_FLOAT32_t.py:1(<module>)
        1    0.000    0.000    1.570    1.570 ll_mat_view_INT64_t_FLOAT32_t.py:1(__bootstrap__)
        1    0.000    0.000    1.576    1.576 ll_mat_view_INT64_t_FLOAT64_t.py:1(<module>)
        1    0.000    0.000    1.576    1.576 ll_mat_view_INT64_t_FLOAT64_t.py:1(__bootstrap__)
        1    0.000    0.000    2.502    2.502 ll_mat_view_INT64_t_INT32_t.py:1(<module>)
        1    0.000    0.000    2.502    2.502 ll_mat_view_INT64_t_INT32_t.py:1(__bootstrap__)
        1    0.000    0.000    1.573    1.573 ll_mat_view_INT64_t_INT64_t.py:1(<module>)
        1    0.000    0.000    1.573    1.573 ll_mat_view_INT64_t_INT64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.308    0.308 matrix_translations_INT32_t_COMPLEX128_t.py:1(<module>)
        1    0.000    0.000    0.308    0.308 matrix_translations_INT32_t_COMPLEX128_t.py:1(__bootstrap__)
        1    0.000    0.000    0.312    0.312 matrix_translations_INT32_t_COMPLEX256_t.py:1(<module>)
        1    0.000    0.000    0.312    0.312 matrix_translations_INT32_t_COMPLEX256_t.py:1(__bootstrap__)
        1    0.000    0.000    0.315    0.315 matrix_translations_INT32_t_COMPLEX64_t.py:1(<module>)
        1    0.000    0.000    0.315    0.315 matrix_translations_INT32_t_COMPLEX64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.314    0.314 matrix_translations_INT32_t_FLOAT128_t.py:1(<module>)
        1    0.000    0.000    0.314    0.314 matrix_translations_INT32_t_FLOAT128_t.py:1(__bootstrap__)
        1    0.000    0.000    0.312    0.312 matrix_translations_INT32_t_FLOAT32_t.py:1(<module>)
        1    0.000    0.000    0.312    0.312 matrix_translations_INT32_t_FLOAT32_t.py:1(__bootstrap__)
        1    0.000    0.000    0.313    0.313 matrix_translations_INT32_t_FLOAT64_t.py:1(<module>)
        1    0.000    0.000    0.313    0.313 matrix_translations_INT32_t_FLOAT64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.314    0.314 matrix_translations_INT32_t_INT32_t.py:1(<module>)
        1    0.000    0.000    0.314    0.314 matrix_translations_INT32_t_INT32_t.py:1(__bootstrap__)
        1    0.000    0.000    0.318    0.318 matrix_translations_INT32_t_INT64_t.py:1(<module>)
        1    0.000    0.000    0.318    0.318 matrix_translations_INT32_t_INT64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.319    0.319 matrix_translations_INT64_t_COMPLEX128_t.py:1(<module>)
        1    0.000    0.000    0.319    0.319 matrix_translations_INT64_t_COMPLEX128_t.py:1(__bootstrap__)
        1    0.000    0.000    0.316    0.316 matrix_translations_INT64_t_COMPLEX256_t.py:1(<module>)
        1    0.000    0.000    0.316    0.316 matrix_translations_INT64_t_COMPLEX256_t.py:1(__bootstrap__)
        1    0.000    0.000    0.312    0.312 matrix_translations_INT64_t_COMPLEX64_t.py:1(<module>)
        1    0.000    0.000    0.312    0.312 matrix_translations_INT64_t_COMPLEX64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.310    0.310 matrix_translations_INT64_t_FLOAT128_t.py:1(<module>)
        1    0.000    0.000    0.310    0.310 matrix_translations_INT64_t_FLOAT128_t.py:1(__bootstrap__)
        1    0.000    0.000    0.312    0.312 matrix_translations_INT64_t_FLOAT32_t.py:1(<module>)
        1    0.000    0.000    0.312    0.312 matrix_translations_INT64_t_FLOAT32_t.py:1(__bootstrap__)
        1    0.000    0.000    0.311    0.311 matrix_translations_INT64_t_FLOAT64_t.py:1(<module>)
        1    0.000    0.000    0.311    0.311 matrix_translations_INT64_t_FLOAT64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.310    0.310 matrix_translations_INT64_t_INT32_t.py:1(<module>)
        1    0.000    0.000    0.310    0.310 matrix_translations_INT64_t_INT32_t.py:1(__bootstrap__)
        1    0.000    0.000    0.311    0.311 matrix_translations_INT64_t_INT64_t.py:1(<module>)
        1    0.000    0.000    0.311    0.311 matrix_translations_INT64_t_INT64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:16(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:129(NoseTester)
       19    0.000    0.000    0.000    0.000 nosetester.py:181(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:133(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:86(BagObj)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.003    0.003    0.004    0.004 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:1717(set_string_function)
        2    0.000    0.000    0.000    0.000 numeric.py:2428(seterr)
        2    0.000    0.000    0.000    0.000 numeric.py:2524(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2743(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2747(errstate)
        1    0.000    0.000    0.000    0.000 numeric.py:2809(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2813(__enter__)
        1    0.000    0.000    0.000    0.000 numeric.py:2818(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(_setdef)
        3    0.000    0.000    0.000    0.000 numeric.py:351(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:52(ComplexWarning)
       72    0.000    0.000    0.000    0.000 numerictypes.py:131(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:158(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:185(english_capitalize)
       21    0.000    0.000    0.000    0.000 numerictypes.py:220(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:233(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:289(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:305(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:346(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:387(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:436(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:451(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:459(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:773(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:788(_construct_lookups)
        1    0.000    0.000    0.001    0.001 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:964(_register_types)
       52    0.000    0.000    0.000    0.000 os.py:470(__setitem__)
        1    0.000    0.000    0.000    0.000 os.py:473(update)
        1    0.000    0.000    0.000    0.000 os.py:497(clear)
        1    0.000    0.000    0.000    0.000 os.py:504(copy)
    19685    0.096    0.000    0.674    0.000 pkg_resources.py:1007(get_cache_path)
    19685    0.026    0.000    0.051    0.000 pkg_resources.py:1032(_warn_unsafe_extraction_path)
    19685    0.086    0.000    0.246    0.000 pkg_resources.py:1155(get_default_cache)
      135    0.000    0.000    0.001    0.000 pkg_resources.py:1196(safe_name)
      131    0.000    0.000    0.000    0.000 pkg_resources.py:1204(safe_version)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:127(get_supported_platform)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1391(NullProvider)
      127    0.000    0.000    0.001    0.000 pkg_resources.py:1398(__init__)
        1    0.001    0.001    0.038    0.038 pkg_resources.py:14(<module>)
      296    0.000    0.000    0.103    0.000 pkg_resources.py:1414(has_metadata)
      128    0.000    0.000    0.005    0.000 pkg_resources.py:1418(get_metadata)
      128    0.000    0.000    0.006    0.000 pkg_resources.py:1428(get_metadata_lines)
    20109    0.050    0.000    0.181    0.000 pkg_resources.py:1479(_fn)
      127    0.000    0.000    0.005    0.000 pkg_resources.py:1484(_get)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1494(EggProvider)
      127    0.000    0.000    0.004    0.000 pkg_resources.py:1497(__init__)
      130    0.001    0.000    0.003    0.000 pkg_resources.py:1501(_setup_prefix)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1520(DefaultProvider)
       38    0.000    0.000    0.000    0.000 pkg_resources.py:1523(_has)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1535(_get)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1548(EmptyProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1556(__init__)
      130    0.040    0.000    0.594    0.005 pkg_resources.py:1562(build_zipmanifest)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1595(ZipProvider)
      127    0.002    0.000    0.586    0.005 pkg_resources.py:1600(__init__)
    19943    0.022    0.000    0.030    0.000 pkg_resources.py:1605(_zipinfo_name)
    19812    0.036    0.000    0.054    0.000 pkg_resources.py:1614(_parts)
      127    0.038    0.000   39.531    0.311 pkg_resources.py:1623(get_resource_filename)
    39370    0.048    0.000    0.173    0.000 pkg_resources.py:1636(_get_date_and_size)
    19685    0.146    0.000   39.133    0.002 pkg_resources.py:1644(_extract_resource)
    19685    0.839    0.000   38.140    0.002 pkg_resources.py:1693(_is_current)
      127    0.001    0.000    0.123    0.001 pkg_resources.py:1710(_get_eager_resources)
    19813    0.069    0.000    0.106    0.000 pkg_resources.py:1719(_index)
      258    0.001    0.000    0.101    0.000 pkg_resources.py:1736(_has)
    19558    0.028    0.000    0.236    0.000 pkg_resources.py:1746(_eager_to_zip)
      127    0.000    0.000    0.001    0.000 pkg_resources.py:1749(_resource_to_zip)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1777(FileMetadata)
       18    0.000    0.000    0.000    0.000 pkg_resources.py:1789(__init__)
        5    0.000    0.000    0.000    0.000 pkg_resources.py:1792(has_metadata)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1821(PathMetadata)
      114    0.000    0.000    0.000    0.000 pkg_resources.py:1841(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1846(EggMetadata)
        3    0.000    0.000    0.014    0.005 pkg_resources.py:1849(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1862(ImpWrapper)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1883(ImpLoader)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1946(register_finder)
       37    0.000    0.000    0.001    0.000 pkg_resources.py:1956(find_distributions)
        6    0.000    0.000    0.015    0.002 pkg_resources.py:1962(find_in_zip)
        6    0.000    0.000    0.000    0.000 pkg_resources.py:1976(find_nothing)
      160    0.001    0.000    0.007    0.000 pkg_resources.py:1980(find_on_path)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:2029(register_namespace_handler)
       59    0.000    0.000    0.004    0.000 pkg_resources.py:2046(_handle_ns)
      3/2    0.000    0.000    0.001    0.001 pkg_resources.py:2067(declare_namespace)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:209(ResolutionError)
       44    0.000    0.000    0.003    0.000 pkg_resources.py:2099(fixup_namespace_packages)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2109(file_ns_handler)
       22    0.000    0.000    0.002    0.000 pkg_resources.py:2134(normalize_path)
      719    0.000    0.000    0.002    0.000 pkg_resources.py:2138(_normalize_cached)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:214(VersionConflict)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2145(_set_parent_ns)
    19688    0.008    0.000    0.013    0.000 pkg_resources.py:2153(yield_lines)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:217(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:220(UnknownExtra)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2235(EntryPoint)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:231(register_loader_type)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2363(Distribution)
      135    0.000    0.000    0.002    0.000 pkg_resources.py:2367(__init__)
      135    0.001    0.000    0.003    0.000 pkg_resources.py:2381(from_location)
      127    0.001    0.000    0.588    0.005 pkg_resources.py:240(get_provider)
      353    0.000    0.000    0.000    0.000 pkg_resources.py:2431(key)
       46    0.000    0.000    0.001    0.000 pkg_resources.py:2501(_get_metadata)
       44    0.000    0.000    0.007    0.000 pkg_resources.py:2508(activate)
      180    0.000    0.000    0.000    0.000 pkg_resources.py:2540(__getattr__)
       12    0.000    0.000    0.001    0.000 pkg_resources.py:2550(from_filename)
       44    0.000    0.000    0.001    0.000 pkg_resources.py:2590(insert_on)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2680(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:272(get_build_platform)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2865(Requirement)
      165    0.001    0.000    0.001    0.000 pkg_resources.py:2934(_get_mro)
       29    0.000    0.000    0.000    0.000 pkg_resources.py:2937(cls)
      165    0.000    0.000    0.001    0.000 pkg_resources.py:2941(_find_adapter)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2991(_initialize)
       44    0.000    0.000    0.007    0.000 pkg_resources.py:3027(<lambda>)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:389(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:421(IResourceProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:462(WorkingSet)
        1    0.000    0.000    0.016    0.016 pkg_resources.py:465(__init__)
       37    0.000    0.000    0.023    0.001 pkg_resources.py:479(add_entry)
       45    0.000    0.000    0.000    0.000 pkg_resources.py:544(__iter__)
      135    0.000    0.000    0.001    0.000 pkg_resources.py:561(add)
        1    0.000    0.000    0.007    0.007 pkg_resources.py:735(subscribe)
       44    0.000    0.000    0.000    0.000 pkg_resources.py:743(_added_new)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:761(Environment)
    19685    0.030    0.000    0.184    0.000 pkg_resources.py:78(_bypass_ensure_directory)
        4    0.000    0.000    0.000    0.000 pkg_resources.py:90(_declare_state)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:907(ExtractionError)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:925(ResourceManager)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:929(__init__)
      127    0.028    0.000   40.147    0.316 pkg_resources.py:942(resource_filename)
       81    0.000    0.000    0.000    0.000 pkgutil.py:173(__init__)
       53    0.000    0.000    0.004    0.000 pkgutil.py:176(find_module)
        1    0.000    0.000    0.000    0.000 pkgutil.py:237(__init__)
        1    0.000    0.000    0.000    0.000 pkgutil.py:243(load_module)
        1    0.000    0.000    0.000    0.000 pkgutil.py:257(_reopen)
       96    0.000    0.000    0.000    0.000 pkgutil.py:366(get_importer)
        1    0.000    0.000    0.000    0.000 polynomial.py:1493(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:21(RankWarning)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:55(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:933(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
      135    0.000    0.000    0.000    0.000 posixpath.py:104(splitext)
      142    0.000    0.000    0.000    0.000 posixpath.py:119(basename)
      191    0.001    0.000    0.001    0.000 posixpath.py:127(dirname)
      847    0.000    0.000    0.002    0.000 posixpath.py:139(islink)
    19685    0.062    0.000    0.095    0.000 posixpath.py:258(expanduser)
       78    0.000    0.000    0.001    0.000 posixpath.py:321(normpath)
       76    0.000    0.000    0.001    0.000 posixpath.py:350(abspath)
       76    0.000    0.000    0.005    0.000 posixpath.py:364(realpath)
    88/76    0.001    0.000    0.004    0.000 posixpath.py:372(_joinrealpath)
       22    0.000    0.000    0.000    0.000 posixpath.py:51(normcase)
      164    0.000    0.000    0.000    0.000 posixpath.py:59(isabs)
    40909    0.145    0.000    0.207    0.000 posixpath.py:68(join)
    20104    0.038    0.000    0.054    0.000 posixpath.py:89(split)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.310    0.310 print_COMPLEX128_t.py:1(<module>)
        1    0.000    0.000    0.310    0.310 print_COMPLEX128_t.py:1(__bootstrap__)
        1    0.000    0.000    0.310    0.310 print_COMPLEX256_t.py:1(<module>)
        1    0.000    0.000    0.310    0.310 print_COMPLEX256_t.py:1(__bootstrap__)
        1    0.000    0.000    0.320    0.320 print_COMPLEX64_t.py:1(<module>)
        1    0.000    0.000    0.320    0.320 print_COMPLEX64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.319    0.319 print_FLOAT128_t.py:1(<module>)
        1    0.000    0.000    0.319    0.319 print_FLOAT128_t.py:1(__bootstrap__)
        1    0.000    0.000    0.318    0.318 print_FLOAT32_t.py:1(<module>)
        1    0.000    0.000    0.318    0.318 print_FLOAT32_t.py:1(__bootstrap__)
        1    0.000    0.000    0.314    0.314 print_FLOAT64_t.py:1(<module>)
        1    0.000    0.000    0.314    0.314 print_FLOAT64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.313    0.313 print_INT32_t.py:1(<module>)
        1    0.000    0.000    0.313    0.313 print_INT32_t.py:1(__bootstrap__)
        1    0.000    0.000    0.314    0.314 print_INT64_t.py:1(<module>)
        1    0.000    0.000    0.314    0.314 print_INT64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 random.py:100(seed)
        1    0.000    0.000    0.001    0.001 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:651(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:801(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:91(__init__)
      266    0.000    0.000    0.001    0.000 re.py:144(sub)
       30    0.000    0.000    0.006    0.000 re.py:188(compile)
      296    0.000    0.000    0.006    0.000 re.py:226(_compile)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 records.py:285(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:84(format_parser)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.631    0.631 s_mat.py:1(<module>)
        1    0.000    0.000    0.631    0.631 s_mat.py:1(__bootstrap__)
        1    0.000    0.000    0.317    0.317 s_mat_INT32_t_COMPLEX128_t.py:1(<module>)
        1    0.000    0.000    0.317    0.317 s_mat_INT32_t_COMPLEX128_t.py:1(__bootstrap__)
        1    0.000    0.000    0.313    0.313 s_mat_INT32_t_COMPLEX256_t.py:1(<module>)
        1    0.000    0.000    0.313    0.313 s_mat_INT32_t_COMPLEX256_t.py:1(__bootstrap__)
        1    0.000    0.000    0.319    0.319 s_mat_INT32_t_COMPLEX64_t.py:1(<module>)
